collection,série,titre,date,pages,prix,âge,scenario,dessin,contenu VO,EAN,url,url cover
Urban Kids,My Little Pony - Integra,My Little Pony Volume 1,2016-10-14,232,14.50,3+,Collectif,Collectif,,9791026810636,https://www.urban-comics.com/my-little-pony-volume-1/,https://bdi.dlpdomain.com/album/9791026810636/couv/M385x862/my-little-pony-volume-1.jpg
Urban Kids,My Little Pony - Integra,My Little Pony Volume 2,2017-03-03,288,14.50,3+,Collectif,Collectif,,9791026811060,https://www.urban-comics.com/my-little-pony-volume-2/,https://bdi.dlpdomain.com/album/9791026811060/couv/M385x862/my-little-pony-volume-2.jpg
Urban Kids,My Little Pony - Integra,My Little Pony Volume 3,2017-06-16,288,14.50,3+,Collectif,Collectif,,9791026811459,https://www.urban-comics.com/my-little-pony-volume-3/,https://bdi.dlpdomain.com/album/9791026811459/couv/M385x862/my-little-pony-volume-3.jpg
Urban Kids,My Little Pony - Integra,My Little Pony Volume 4,2017-09-08,288,14.50,3+,Collectif,Collectif,,9791026811800,https://www.urban-comics.com/my-little-pony-volume-4/,https://bdi.dlpdomain.com/album/9791026811800/couv/M385x862/my-little-pony-volume-4.jpg
Urban Kids,My Little Pony - Integra,My Little Pony Volume 5,2018-03-16,384,14.50,3+,Collectif,Collectif,,9791026814047,https://www.urban-comics.com/my-little-pony-volume-5/,https://bdi.dlpdomain.com/album/9791026814047/couv/M385x862/my-little-pony-volume-5.jpg
Urban Kids,Shazam contre la Société des Monstres,Shazam contre la Société des Monstres,2019-03-15,224,10.00,9+,Smith Jeff|,Smith Jeff|,Shazam! The Monster Society of Evil,9791026819097,https://www.urban-comics.com/shazam-contre-la-societe-des-monstres/,https://bdi.dlpdomain.com/album/9791026819097/couv/M385x862/shazam-contre-la-societe-des-monstres.jpg
Urban Kids,Superman Aventures,Superman Aventures Tome 1,2016-03-25,272,10.00,9+,Paul Dini|Scott McCloud,Rick Burchett,,9782365778541,https://www.urban-comics.com/superman-aventures-tome-1/,https://bdi.dlpdomain.com/album/9782365778541/couv/M385x862/superman-aventures-tome-1.jpg
Urban Kids,Superman Aventures,Superman Aventures Tome 2,2016-11-10,272,10.00,9+,Scott McCLOUD|Mark Millar|Mark Evanier,Rick Burchett,,9782365779142,https://www.urban-comics.com/superman-aventures-tome-2/,https://bdi.dlpdomain.com/album/9782365779142/couv/M385x862/superman-aventures-tome-2.jpg
Urban Kids,Superman Aventures,Superman Aventures Tome 3,2018-06-29,272,10.00,9+,Scott McCloud,Rick Burchett,,9791026814078,https://www.urban-comics.com/superman-aventures-tome-3/,https://bdi.dlpdomain.com/album/9791026814078/couv/M385x862/superman-aventures-tome-3.jpg
Urban Kids,Superman Aventures,Superman Aventures Tome 4,2018-12-07,272,9.48,9+,Scott McCloud,Rick Burchett,Contenu : Superman Adventures vol.4 (#26-35),9791026814269,https://www.urban-comics.com/superman-aventures-tome-4/,https://bdi.dlpdomain.com/album/9791026814269/couv/M385x862/superman-aventures-tome-4.jpg
Urban Kids,Superman Aventures,Superman Aventures Tome 5,2020-06-05,272,10.00,9+,Mark Millar|Collectif|Scott McCloud,Collectif|Amancio Aluir|Rick Burchett,Superman Adventures #36-45,9791026817628,https://www.urban-comics.com/superman-aventures-tome-5/,https://bdi.dlpdomain.com/album/9791026817628/couv/M385x862/superman-aventures-tome-5.jpg
Urban Kids,Teen Titans Go !,Teen Titans Go ! Tome 1,2015-03-20,76,9.90,3+,Collectif|Sholly Fisch,Collectif|Lea Hernandez,,9782365776295,https://www.urban-comics.com/teen-titans-go-tome-1/,https://bdi.dlpdomain.com/album/9782365776295/couv/M385x862/teen-titans-go-tome-1.jpg
Urban Kids,Teen Titans Go !,Teen titans Go ! tome 2,2015-08-28,76,9.90,3+,Collectif|Sholly Fisch,Collectif,,9782365776967,https://www.urban-comics.com/teen-titans-go-tome-2/,https://bdi.dlpdomain.com/album/9782365776967/couv/M385x862/teen-titans-go-tome-2.jpg
Urban Kids,Teen Titans Go !,Teen Titans Go ! Volume 1,2018-05-25,152,10.00,6+,Sholly Fisch,Jorge CORONA|Bates Ben,#1-6,9791026813255,https://www.urban-comics.com/teen-titans-go-volume-1/,https://bdi.dlpdomain.com/album/9791026813255/couv/M385x862/teen-titans-go-volume-1.jpg
Urban Kids,Teen Titans Go !,Teen Titans Go ! Volume 2,2018-07-06,152,10.00,6+,Sholly FISCH|Collectif,Bates Ben|Collectif,,9791026814160,https://www.urban-comics.com/teen-titans-go-volume-2/,https://bdi.dlpdomain.com/album/9791026814160/couv/M385x862/teen-titans-go-volume-2.jpg
Urban Kids,Teen Titans Go !,Teen Titans Go ! Volume 3,2019-11-15,152,10.00,6+,Collectif|Sholly Fisch,Collectif|Bates Ben,Contient : Teen Titans Go! Vol. 3: Mumbo Jumble,9791026819127,https://www.urban-comics.com/teen-titans-go-volume-3/,https://bdi.dlpdomain.com/album/9791026819127/couv/M385x862/teen-titans-go-volume-3.jpg
Urban Kids,Wynd,Wynd tome 1,2021-08-20,256,15.00,12+,James Tynion IV,Michael Dialynas,Wynd Book One: Flight of the Prince (#1-5),9791026822028,https://www.urban-comics.com/wynd-tome-1/,https://bdi.dlpdomain.com/album/9791026822028/couv/M385x862/wynd-tome-1.jpg
Urban Kids,Wynd,Wynd tome 2,2022-01-21,240,15.00,12+,James Tynion IV,Michael Dialynas,Wynd Book Two: The Secret of the Wings (#6-10),9791026822516,https://www.urban-comics.com/wynd-tome-2/,https://bdi.dlpdomain.com/album/9791026822516/couv/M385x862/wynd-tome-2.jpg
Urban Limited,,Edition Luxe : Batman – Curse of the White Knight,2020-11-27,290,59.00,12+,Sean Murphy,Sean Murphy,Batman : Curse of the White Knight #1-8,9791026818540,https://www.urban-comics.com/edition-luxe-batman-curse-of-the-white-knight/,https://bdi.dlpdomain.com/album/9791026818540/couv/M385x862/edition-luxe-batman-8211-curse-of-the-white-knight.jpg
Urban Limited,,Edition Luxe : Batman – White Knight,2021-12-03,242,59.00,12+,Sean Murphy,Sean Murphy,Batman White Knight #1-8,9791026815587,https://www.urban-comics.com/edition-luxe-batman-white-knight/,https://bdi.dlpdomain.com/album/9791026815587/couv/M385x862/edition-luxe-batman-8211-white-knight.jpg
Urban Limited,Urban Limited : Batman - Trois Jokers,Edition Luxe : Batman – Trois Jokers,2021-12-03,170,49.00,12+,Geoff Johns,Jayson Fabok,Batman: Three Jokers #1-3,9791026828686,https://www.urban-comics.com/edition-luxe-batman-trois-jokers/,https://bdi.dlpdomain.com/album/9791026828686/couv/M385x862/edition-luxe-batman-8211-trois-jokers.jpg
Urban Limited,Urban Limited Batman Last Knight on Earth,Edition Luxe : Batman – Last Knight on Earth,2020-11-27,178,49.00,15+,Scott Snyder,Greg Capullo,Batman : Last Knight on Earth #1-3,9791026817956,https://www.urban-comics.com/edition-luxe-batman-last-knight-on-earth/,https://bdi.dlpdomain.com/album/9791026817956/couv/M385x862/edition-luxe-batman-8211-last-knight-on-earth.jpg
Urban Limited,Urban Limited Doomsday Clock,Edition Luxe : Doomsday Clock,2020-11-27,450,65.40,15+,Geoff Johns,Gary Frank,Doomsday Clock #1-12,9791026816997,https://www.urban-comics.com/edition-luxe-doomsday-clock/,https://bdi.dlpdomain.com/album/9791026816997/couv/M385x862/edition-luxe-doomsday-clock.jpg
Urban Limited,Urban limited Batman Année Un,Edition Luxe : Batman – Année un,2021-12-03,210,69.00,12+,Frank Miller,David Mazzucchelli,Absolute Batman Year One,9791026828679,https://www.urban-comics.com/edition-luxe-batman-annee-un/,https://bdi.dlpdomain.com/album/9791026828679/couv/M385x862/edition-luxe-batman-8211-annee-un.jpg
Urban Nomad,,Batman La Cour Des Hiboux,2020-06-24,272,4.64,15+,Scott Snyder,Greg Capullo,,9791026818182,https://www.urban-comics.com/batman-la-cour-des-hiboux/,https://bdi.dlpdomain.com/album/9791026818182/couv/M385x862/batman-la-cour-des-hiboux.jpg
Urban Nomad,,Batman Le Chevalier Noir,2020-06-24,320,4.90,15+,Gregg Hurwitz|Alan Moore,David Finch|David Lloyd,,9791026818205,https://www.urban-comics.com/batman-le-chevalier-noir/,https://bdi.dlpdomain.com/album/9791026818205/couv/M385x862/batman-le-chevalier-noir.jpg
Urban Nomad,,Batman Silence,2020-06-24,304,4.90,15+,Jeph Loeb,Jim Lee,,9791026822103,https://www.urban-comics.com/batman-silence/,https://bdi.dlpdomain.com/album/9791026822103/couv/M385x862/batman-silence.jpg
Urban Nomad,,Batman White Knight,2020-06-24,208,4.90,15+,Sean Murphy,Sean Murphy,,9791026817116,https://www.urban-comics.com/batman-white-knight/,https://bdi.dlpdomain.com/album/9791026817116/couv/M385x862/batman-white-knight.jpg
Urban Nomad,,Harley Quinn Renaissance,2020-06-24,216,4.90,15+,Amanda Conner|Jimmy Palmiotti,John Timms,,9791026819417,https://www.urban-comics.com/harley-quinn-renaissance/,https://bdi.dlpdomain.com/album/9791026819417/couv/M385x862/harley-quinn-renaissance.jpg
Urban Nomad,,Injustice,2020-06-24,416,4.90,15+,Tom TAYLOR|Alan Moore|Dave Gibbons,Collectif,,9791026819783,https://www.urban-comics.com/injustice/,https://bdi.dlpdomain.com/album/9791026819783/couv/M385x862/injustice.jpg
Urban Nomad,,Joker Le Deuil de la famille,2020-06-24,168,4.90,15+,Scott Snyder,Greg Capullo|Jock,,9791026820239,https://www.urban-comics.com/joker-le-deuil-de-la-famille/,https://bdi.dlpdomain.com/album/9791026820239/couv/M385x862/joker-le-deuil-de-la-famille.jpg
Urban Nomad,,Justice League,2020-06-24,376,4.90,15+,Jim Krueger,Alex Ross,,9791026818687,https://www.urban-comics.com/justice-league/,https://bdi.dlpdomain.com/album/9791026818687/couv/M385x862/justice-league.jpg
Urban Nomad,,Superman Red Son,2020-06-24,208,4.90,15+,Mark Millar,Dave Johnson|Killian Plunkett,,9791026817987,https://www.urban-comics.com/superman-red-son-2/,https://bdi.dlpdomain.com/album/9791026817987/couv/M385x862/superman-red-son.jpg
Urban Nomad,,Wonder Woman Année Un,2020-06-24,280,4.90,15+,Greg Rucka,Nicola Scott,,9791026819394,https://www.urban-comics.com/wonder-woman-annee-un/,https://bdi.dlpdomain.com/album/9791026819394/couv/M385x862/wonder-woman-annee-un.jpg
Urban Premium,,Batman : The Dark Knight Returns,2016-06-17,,9.90,12+,Frank Miller,Frank Miller,,9782365779883,https://www.urban-comics.com/batman-the-dark-knight-returns-2/,https://bdi.dlpdomain.com/album/9782365779883/couv/M385x862/batman-the-dark-knight-returns.jpg
Urban Previews,,Urban Previews #2,2022-04-04,384,4.90,12+,,,,9782365779777,https://www.urban-comics.com/urban-previews-2/,https://bdi.dlpdomain.com/album/9782365779777/couv/M385x862/urban-previews-2.jpg
Urban Previews,,Urban Previews # 3,2022-04-05,,4.90,12+,Collectif,Collectif,,9791026810247,https://www.urban-comics.com/urban-previews-3/,https://bdi.dlpdomain.com/album/9791026810247/couv/M385x862/urban-previews-3.jpg
Urban Series,Arrow La Série TV,Arrow La Série TV tome 1,2014-11-07,240,10.00,12+,Marc GUGGENHEIM|Andrew Kreisberg,Collectif,,9782365775724,https://www.urban-comics.com/arrow-la-serie-tv-tome-1/,https://bdi.dlpdomain.com/album/9782365775724/couv/M385x862/arrow-la-serie-tv-tome-1.jpg
Urban Series,Arrow La Série TV,Arrow la série TV tome 2,2015-11-20,,9.48,12+,Marc GUGGENHEIM|Andrew Kreisberg,Collectif,,9782365778060,https://www.urban-comics.com/arrow-la-serie-tv-tome-2/,https://bdi.dlpdomain.com/album/9782365778060/couv/M385x862/arrow-la-serie-tv-tome-2.jpg
Urban Series,Flash La Serie TV,Flash la série TV tome 1,2015-11-20,,10.00,12+,Andrew Kreisberg,Phil Hester,,9782365778039,https://www.urban-comics.com/flash-la-serie-tv-tome-1/,https://bdi.dlpdomain.com/album/9782365778039/couv/M385x862/flash-la-serie-tv-tome-1.jpg
Urban Strips,Barrier,Barrier,2019-10-25,192,23.00,Adulte,Brian K. Vaughan,Marcos Martin,Contenu : Barrier #1-5,9791026819288,https://www.urban-comics.com/barrier/,https://bdi.dlpdomain.com/album/9791026819288/couv/M385x862/barrier.jpg
Urban Strips,Batman The Dailies,Batman The Dailies Tome 1 1943-1944,2019-12-06,184,23.00,9+,Bill Finger,Bob Kane,,9791026817796,https://www.urban-comics.com/batman-the-dailies-tome-1-1943-1944/,https://bdi.dlpdomain.com/album/9791026817796/couv/M385x862/batman-the-dailies-tome-1-1943-1944.jpg
Urban Strips,Batman The Dailies,Batman The Dailies Tome 2 1944-1945,2021-01-22,200,23.00,9+,Bill Finger,Bob Kane,Batman The Dailies Vol.2 (1944-1945),9791026818915,https://www.urban-comics.com/batman-the-dailies-tome-2-1944-1945/,https://bdi.dlpdomain.com/album/9791026818915/couv/M385x862/batman-the-dailies-tome-2-1944-1945.jpg
Urban Strips,Black Hand Iron Head,Black Hand Iron Head tome 1,2019-10-25,168,16.00,12+,David Lopez,David Lopez,Contient : Black Hand Iron Head #1-5,9791026816737,https://www.urban-comics.com/black-hand-iron-head-tome-1/,https://bdi.dlpdomain.com/album/9791026816737/couv/M385x862/black-hand-iron-head-tome-1.jpg
Urban Strips,Cul De Sac,Cul De Sac Tome 1,2016-04-29,,23.00,12+,Richard Thompson,Richard Thompson,,9782365778558,https://www.urban-comics.com/cul-de-sac-tome-1/,https://bdi.dlpdomain.com/album/9782365778558/couv/M385x862/cul-de-sac-tome-1.jpg
Urban Strips,Cul De Sac,Cul De Sac Tome 2,2017-02-10,352,21.80,12+,Richard Thompson,Richard Thompson,,9782365779227,https://www.urban-comics.com/cul-de-sac-tome-2/,https://bdi.dlpdomain.com/album/9782365779227/couv/M385x862/cul-de-sac-tome-2.jpg
Urban Strips,Cul De Sac,Cul De Sac Tome 3,2018-03-23,344,21.80,12+,Richard Thompson,Richard Thompson,,9791026811916,https://www.urban-comics.com/cul-de-sac-tome-3/,https://bdi.dlpdomain.com/album/9791026811916/couv/M385x862/cul-de-sac-tome-3.jpg
Urban Strips,Hagar Dunor,Hagar Dunor tome 1,2016-01-29,232,23.00,12+,Dik Browne,Dik Browne,,9782365778107,https://www.urban-comics.com/hagar-dunor-tome-1/,https://bdi.dlpdomain.com/album/9782365778107/couv/M385x862/hagar-dunor-tome-1.jpg
Urban Strips,Hagar Dunor,Hagar Dunor Tome 2,2016-11-25,256,23.00,12+,Dik Browne,Dik Browne,,9782365779364,https://www.urban-comics.com/hagar-dunor-tome-2/,https://bdi.dlpdomain.com/album/9782365779364/couv/M385x862/hagar-dunor-tome-2.jpg
Urban Strips,Hagar Dunor,Hagar Dunor Tome 3,2017-12-01,256,21.80,12+,Dik Browne,Dik Browne,,9791026810681,https://www.urban-comics.com/hagar-dunor-tome-3/,https://bdi.dlpdomain.com/album/9791026810681/couv/M385x862/hagar-dunor-tome-3.jpg
Urban Strips,Private Eye,Private Eye,2017-10-06,304,29.00,12+,Brian K. Vaughan,Marcos Martin,,9791026810667,https://www.urban-comics.com/private-eye/,https://bdi.dlpdomain.com/album/9791026810667/couv/M385x862/private-eye.jpg
Vertigo Classiques,American Vampire,American Vampire tome 1,2013-06-21,192,18.00,12+,Scott Snyder,Rafael Albuquerque,,9782365772297,https://www.urban-comics.com/american-vampire-tome-1/,https://bdi.dlpdomain.com/album/9782365772297/couv/M385x862/american-vampire-tome-1.jpg
Vertigo Classiques,American Vampire,American Vampire tome 2,2013-06-21,160,15.17,12+,Scott Snyder,Rafael Albuquerque,,9782365772303,https://www.urban-comics.com/american-vampire-tome-2/,https://bdi.dlpdomain.com/album/9782365772303/couv/M385x862/american-vampire-tome-2.jpg
Vertigo Classiques,American Vampire,American Vampire tome 3,2013-06-21,160,15.17,12+,Scott Snyder,Rafael Albuquerque,,9782365772310,https://www.urban-comics.com/american-vampire-tome-3/,https://bdi.dlpdomain.com/album/9782365772310/couv/M385x862/american-vampire-tome-3.jpg
Vertigo Classiques,American Vampire,American Vampire tome 4,2013-10-25,208,18.00,12+,Scott Snyder,Rafael Albuquerque,,9782365772693,https://www.urban-comics.com/american-vampire-tome-4/,https://bdi.dlpdomain.com/album/9782365772693/couv/M385x862/american-vampire-tome-4.jpg
Vertigo Classiques,American Vampire,American Vampire tome 5,2014-05-02,160,16.00,12+,Scott Snyder,Rafael Albuquerque,,9782365773768,https://www.urban-comics.com/american-vampire-tome-5/,https://bdi.dlpdomain.com/album/9782365773768/couv/M385x862/american-vampire-tome-5.jpg
Vertigo Classiques,American Vampire,American Vampire tome 6,2014-09-12,144,16.00,12+,Scott Snyder,Collectif|Rafael Albuquerque,,9782365774192,https://www.urban-comics.com/american-vampire-tome-6/,https://bdi.dlpdomain.com/album/9782365774192/couv/M385x862/american-vampire-tome-6.jpg
Vertigo Classiques,American Vampire,American Vampire Tome 7,2015-03-06,144,15.17,12+,Scott Snyder,Collectif|Rafael Albuquerque,,9782365776240,https://www.urban-comics.com/american-vampire-tome-7/,https://bdi.dlpdomain.com/album/9782365776240/couv/M385x862/american-vampire-tome-7.jpg
Vertigo Classiques,American Vampire,American Vampire Tome 8,2016-07-08,160,15.17,12+,Scott Snyder,Collectif|Rafael Albuquerque,,9782365776899,https://www.urban-comics.com/american-vampire-tome-8/,https://bdi.dlpdomain.com/album/9782365776899/couv/M385x862/american-vampire-tome-8.jpg
Vertigo Classiques,American Vampire,American Vampire tome 9,2021-08-27,136,16.00,12+,Scott Snyder,Rafael Albuquerque|Collectif,American Vampire 1976 #1-6,9791026821830,https://www.urban-comics.com/american-vampire-tome-9/,https://bdi.dlpdomain.com/album/9791026821830/couv/M385x862/american-vampire-tome-9.jpg
Vertigo Classiques,American Vampire,American Vampire tome 10,2021-11-19,216,18.96,12+,Scott Snyder,Rafael Albuquerque,American Vampire Anthology #2 + American Vampire 1976 #6-10,9791026828587,https://www.urban-comics.com/american-vampire-tome-10/,https://bdi.dlpdomain.com/album/9791026828587/couv/M385x862/american-vampire-tome-10.jpg
Vertigo Classiques,Cendrillon,Cendrillon : Bons baisers de Fableville,2014-12-05,288,23.00,12+,Chris Roberson,Shawn McManus,,9782365770330,https://www.urban-comics.com/cendrillon-bons-baisers-de-fableville/,https://bdi.dlpdomain.com/album/9782365770330/couv/M385x862/cendrillon-bons-baisers-de-fableville.jpg
Vertigo Classiques,Coffin Hill,Coffin Hill tome 1,2015-01-09,176,15.17,12+,Caitlin Kittredge,Miranda Inaki,,9782365775878,https://www.urban-comics.com/coffin-hill-tome-1/,https://bdi.dlpdomain.com/album/9782365775878/couv/M385x862/coffin-hill-tome-1.jpg
Vertigo Classiques,Coffin Hill,Coffin Hill tome 2,2015-06-26,,16.00,12+,Caitlin Kittredge,Miranda Inaki,,9782365776660,https://www.urban-comics.com/coffin-hill-tome-2/,https://bdi.dlpdomain.com/album/9782365776660/couv/M385x862/coffin-hill-tome-2.jpg
Vertigo Classiques,Fables,Fables tome 1,2012-04-13,144,16.00,12+,Bill Willingham,Lan Medina|Steve Leialoha|Craig Hamilton,,9782365770255,https://www.urban-comics.com/fables-tome-1/,https://bdi.dlpdomain.com/album/9782365770255/couv/M385x862/fables-tome-1.jpg
Vertigo Classiques,Fables,Fables tome 2,2012-04-13,144,16.00,12+,Bill Willingham,Lan Medina|Steve Leialoha|Craig Hamilton,,9782365770262,https://www.urban-comics.com/fables-tome-2/,https://bdi.dlpdomain.com/album/9782365770262/couv/M385x862/fables-tome-2.jpg
Vertigo Classiques,Fables,Fables tome 3,2012-08-24,168,16.00,12+,Bill Willingham,Mark Buckingham,,9782365770644,https://www.urban-comics.com/fables-tome-3/,https://bdi.dlpdomain.com/album/9782365770644/couv/M385x862/fables-tome-3.jpg
Vertigo Classiques,Fables,Fables tome 4,2012-08-24,144,16.00,12+,Bill Willingham,Mark Buckingham,,9782365770651,https://www.urban-comics.com/fables-tome-4/,https://bdi.dlpdomain.com/album/9782365770651/couv/M385x862/fables-tome-4.jpg
Vertigo Classiques,Fables,Fables tome 5,2012-12-07,152,16.00,12+,Bill Willingham,Mark Buckingham,,9782365770996,https://www.urban-comics.com/fables-tome-5/,https://bdi.dlpdomain.com/album/9782365770996/couv/M385x862/fables-tome-5.jpg
Vertigo Classiques,Fables,Fables tome 6,2012-12-07,152,18.00,12+,Bill Willingham,Mark Buckingham,,9782365771009,https://www.urban-comics.com/fables-tome-6/,https://bdi.dlpdomain.com/album/9782365771009/couv/M385x862/fables-tome-6.jpg
Vertigo Classiques,Fables,Fables tome 18,2013-04-26,256,20.00,12+,Bill Willingham,Mark Buckingham,,9782365772105,https://www.urban-comics.com/fables-tome-18-2/,https://bdi.dlpdomain.com/album/9782365772105/couv/M385x862/fables-tome-18.jpg
Vertigo Classiques,Fables,Fables tome 7,2013-04-26,168,16.00,12+,Bill Willingham,Mark Buckingham,,9782365772112,https://www.urban-comics.com/fables-tome-7/,https://bdi.dlpdomain.com/album/9782365772112/couv/M385x862/fables-tome-7.jpg
Vertigo Classiques,Fables,Fables tome 8,2013-04-26,144,16.00,12+,Bill Willingham,Mark Buckingham,,9782365772129,https://www.urban-comics.com/fables-tome-8/,https://bdi.dlpdomain.com/album/9782365772129/couv/M385x862/fables-tome-8.jpg
Vertigo Classiques,Fables,Fables tome 10,2013-08-23,208,18.00,12+,Bill Willingham,Collectif|Mark Buckingham,,9782365772457,https://www.urban-comics.com/fables-tome-10/,https://bdi.dlpdomain.com/album/9782365772457/couv/M385x862/fables-tome-10.jpg
Vertigo Classiques,Fables,Fables tome 19,2013-08-23,160,16.00,12+,Bill Willingham,Mark Buckingham,,9782365772464,https://www.urban-comics.com/fables-tome-19-2/,https://bdi.dlpdomain.com/album/9782365772464/couv/M385x862/fables-tome-19.jpg
Vertigo Classiques,Fables,Fables tome 9,2013-08-23,128,15.00,12+,Bill Willingham,Mark Buckingham,,9782365772471,https://www.urban-comics.com/fables-tome-9/,https://bdi.dlpdomain.com/album/9782365772471/couv/M385x862/fables-tome-9.jpg
Vertigo Classiques,Fables,Fables tome 11,2013-12-06,240,20.00,12+,Bill Willingham,Collectif|Mark Buckingham,,9782365772808,https://www.urban-comics.com/fables-tome-11/,https://bdi.dlpdomain.com/album/9782365772808/couv/M385x862/fables-tome-11.jpg
Vertigo Classiques,Fables,Fables tome 12,2013-12-06,192,18.00,12+,Bill Willingham,Mark Buckingham,,9782365772815,https://www.urban-comics.com/fables-tome-12/,https://bdi.dlpdomain.com/album/9782365772815/couv/M385x862/fables-tome-12.jpg
Vertigo Classiques,Fables,Fables tome 20,2013-12-06,152,16.00,12+,Bill Willingham,Charles Vess,,9782365772822,https://www.urban-comics.com/fables-tome-20/,https://bdi.dlpdomain.com/album/9782365772822/couv/M385x862/fables-tome-20.jpg
Vertigo Classiques,Fables,Fables – 1001 Nuits de neige,2013-12-06,144,16.00,12+,Bill Willingham|Mark Buckingham,Collectif,,9782365773126,https://www.urban-comics.com/fables-1001-nuits-de-neige/,https://bdi.dlpdomain.com/album/9782365773126/couv/M385x862/fables-8211-1001-nuits-de-neige.jpg
Vertigo Classiques,Fables,Fables tome 13,2014-04-11,176,18.00,12+,Bill Willingham,Mark Buckingham,,9782365773799,https://www.urban-comics.com/fables-tome-13/,https://bdi.dlpdomain.com/album/9782365773799/couv/M385x862/fables-tome-13.jpg
Vertigo Classiques,Fables,Fables tome 14,2014-04-11,224,18.96,12+,Bill Willingham,Mark Buckingham,,9782365773805,https://www.urban-comics.com/fables-tome-14/,https://bdi.dlpdomain.com/album/9782365773805/couv/M385x862/fables-tome-14.jpg
Vertigo Classiques,Fables,Fables tome 21,2014-04-11,192,18.00,12+,Bill Willingham,Mark Buckingham,,9782365773812,https://www.urban-comics.com/fables-tome-21/,https://bdi.dlpdomain.com/album/9782365773812/couv/M385x862/fables-tome-21.jpg
Vertigo Classiques,Fables,Fables tome 15,2014-08-29,192,18.00,12+,Bill Willingham,Mark Buckingham,,9782365774079,https://www.urban-comics.com/fables-tome-15-2/,https://bdi.dlpdomain.com/album/9782365774079/couv/M385x862/fables-tome-15.jpg
Vertigo Classiques,Fables,Fables tome 16,2014-08-29,256,20.00,12+,Bill Willingham|Matthew Sturges,Mark Buckingham|Tony Akins|Russel Braun,,9782365774086,https://www.urban-comics.com/fables-tome-16-2/,https://bdi.dlpdomain.com/album/9782365774086/couv/M385x862/fables-tome-16.jpg
Vertigo Classiques,Fables,Fables tome 17,2014-08-29,160,16.00,12+,Bill Willingham,Mark Buckingham,,9782365774444,https://www.urban-comics.com/fables-tome-17-2/,https://bdi.dlpdomain.com/album/9782365774444/couv/M385x862/fables-tome-17.jpg
Vertigo Classiques,Fables,Fables tome 22,2014-08-29,176,16.00,12+,Bill Willingham,Mark Buckingham,,9782365774093,https://www.urban-comics.com/fables-tome-22-2/,https://bdi.dlpdomain.com/album/9782365774093/couv/M385x862/fables-tome-22.jpg
Vertigo Classiques,Fables,Fables tome 18,2014-12-05,,16.00,12+,Bill Willingham,Mark Buckingham,,9782365774451,https://www.urban-comics.com/fables-tome-18/,https://bdi.dlpdomain.com/album/9782365774451/couv/M385x862/fables-tome-18.jpg
Vertigo Classiques,Fables,Fables tome 19,2014-12-05,192,18.00,12+,Bill Willingham,Mark Buckingham,,9782365775755,https://www.urban-comics.com/fables-tome-19/,https://bdi.dlpdomain.com/album/9782365775755/couv/M385x862/fables-tome-19.jpg
Vertigo Classiques,Fables,Fables tome 23,2014-12-05,256,20.00,12+,Bill Willingham,Charles Vess,,9782365774468,https://www.urban-comics.com/fables-tome-23/,https://bdi.dlpdomain.com/album/9782365774468/couv/M385x862/fables-tome-23.jpg
Vertigo Classiques,Fables,Fables tome 20,2015-04-17,192,18.00,12+,Bill Willingham,Mark Buckingham,,9782365776417,https://www.urban-comics.com/fables-tome-20-2/,https://bdi.dlpdomain.com/album/9782365776417/couv/M385x862/fables-tome-20.jpg
Vertigo Classiques,Fables,Fables tome 21,2015-04-17,256,23.00,12+,Bill Willingham,Mark Buckingham,,9782365776424,https://www.urban-comics.com/fables-tome-21-2/,https://bdi.dlpdomain.com/album/9782365776424/couv/M385x862/fables-tome-21.jpg
Vertigo Classiques,Fables,Fables tome 22,2015-11-20,,20.00,12+,Bill Willingham,Mark Buckingham,,9782365777032,https://www.urban-comics.com/fables-tome-22/,https://bdi.dlpdomain.com/album/9782365777032/couv/M385x862/fables-tome-22.jpg
Vertigo Classiques,Fables,Fables tome 24,2015-11-20,200,16.11,12+,Bill Willingham,Mark Buckingham,,9782365777025,https://www.urban-comics.com/fables-tome-24/,https://bdi.dlpdomain.com/album/9782365777025/couv/M385x862/fables-tome-24.jpg
Vertigo Classiques,Fables,Fables Tome 23,2016-01-15,,18.00,12+,Bill Willingham,Mark Buckingham,,9782365778121,https://www.urban-comics.com/fables-tome-23-2/,https://bdi.dlpdomain.com/album/9782365778121/couv/M385x862/fables-tome-23.jpg
Vertigo Classiques,Fables,Fables Tome 25,2016-01-15,,17.00,12+,Bill Willingham,Mark Buckingham,,9782365778145,https://www.urban-comics.com/fables-tome-25/,https://bdi.dlpdomain.com/album/9782365778145/couv/M385x862/fables-tome-25.jpg
Vertigo Classiques,Fairest,Fairest tome 1,2014-02-14,168,16.00,12+,Bill Willingham,Phil Jimenez,,9782365773829,https://www.urban-comics.com/fairest-tome-1/,https://bdi.dlpdomain.com/album/9782365773829/couv/M385x862/fairest-tome-1.jpg
Vertigo Classiques,Fairest,Fairest tome 2,2014-06-06,168,16.00,12+,Bill Willingham|Lauren Beukes,Inaki Miranda,,9782365773836,https://www.urban-comics.com/fairest-tome-2/,https://bdi.dlpdomain.com/album/9782365773836/couv/M385x862/fairest-tome-2.jpg
